TransactionID,CustomerID,CustomerName,CustomerCity,ProductName,ProductCategory,TotalAmount,Quantity,TransactionDate
345,44,Customer 27,Los Angeles,Samsung TV,Movies,1446.47,8,2024-12-08
346,64,Customer 46,Houston,Nike Shoes,Clothing,916.81,8,2024-01-03
347,54,Customer 71,Houston,Dell Laptop,Music,910.46,3,2024-08-28
348,94,Customer 47,Phoenix,iPhone 14,Music,1011.0,4,2024-03-20
349,11,Customer 3,Los Angeles,Sony Headphones,Music,504.76,4,2024-05-21
350,1,Customer 46,New York,Nike Shoes,Movies,738.02,6,2024-06-28
351,47,Customer 6,New York,Nike Shoes,Computers,246.96,2,2024-12-12
352,92,Customer 59,Philadelphia,Sony Headphones,Electronics,313.01,2,2024-09-15
353,72,Customer 18,Phoenix,Dell Laptop,Clothing,469.41,4,2024-11-22
354,74,Customer 65,Los Angeles,Dell Laptop,Movies,478.25,7,2024-08-12
355,6,Customer 3,Phoenix,Samsung TV,Music,1228.42,1,2024-04-25
356,92,Customer 67,Philadelphia,Sony Headphones,Computers,84.31,2,2024-02-04
357,53,Customer 21,New York,Dell Laptop,Clothing,676.41,4,2024-08-06
358,15,Customer 2,Los Angeles,Sony Headphones,Clothing,808.13,6,2024-08-29
359,90,Customer 73,Philadelphia,HP Printer,Movies,1082.86,5,2024-07-21
360,39,Customer 11,Los Angeles,iPhone 14,Clothing,84.03,4,2024-06-12
361,52,Customer 40,Phoenix,iPhone 14,Clothing,1038.23,1,2024-01-25
362,47,Customer 11,Los Angeles,HP Printer,Clothing,1170.46,4,2024-11-22
363,69,Customer 14,Los Angeles,HP Printer,Music,765.57,5,2024-08-07
364,67,Customer 95,Houston,HP Printer,Computers,739.94,3,2024-08-01
365,40,Customer 1,New York,Sony Headphones,Clothing,1004.78,1,2024-12-22
366,77,Customer 41,Philadelphia,Sony Headphones,Clothing,1246.05,8,2024-02-15
367,60,Customer 21,Chicago,Samsung TV,Electronics,1294.14,7,2024-06-16
368,59,Customer 82,Phoenix,Samsung TV,Books,1168.35,2,2024-08-15
369,61,Customer 19,Houston,Dell Laptop,Clothing,1051.02,7,2024-08-25
370,82,Customer 56,Los Angeles,HP Printer,Computers,185.86,3,2024-01-08
371,50,Customer 44,Chicago,Samsung TV,Electronics,167.74,2,2024-02-27
372,29,Customer 72,Philadelphia,iPhone 14,Clothing,984.27,8,2024-01-20
373,24,Customer 5,Los Angeles,HP Printer,Books,897.16,7,2024-12-31
374,82,Customer 57,Philadelphia,Dell Laptop,Movies,1076.88,5,2024-06-29
375,51,Customer 64,Chicago,HP Printer,Books,986.8,5,2024-07-05
376,81,Customer 45,Philadelphia,Adidas Jacket,Books,1204.99,7,2024-06-13
377,32,Customer 75,Phoenix,HP Printer,Electronics,878.24,1,2024-05-02
378,53,Customer 83,Philadelphia,iPhone 14,Movies,1484.31,3,2024-12-24
379,100,Customer 1,Phoenix,Sony Headphones,Electronics,154.62,7,2024-10-07
380,70,Customer 1,Los Angeles,HP Printer,Movies,1075.9,1,2024-12-21
381,22,Customer 19,Philadelphia,Nike Shoes,Computers,192.98,2,2024-12-10
382,16,Customer 62,New York,iPhone 14,Electronics,1163.5,1,2024-10-14
383,74,Customer 76,Los Angeles,Samsung TV,Computers,594.66,7,2024-08-31
384,42,Customer 97,Chicago,Dell Laptop,Books,1459.42,3,2024-10-28
385,28,Customer 26,Houston,iPhone 14,Music,1183.48,8,2024-12-21
386,72,Customer 13,New York,Nike Shoes,Books,1167.23,4,2024-06-23
387,91,Customer 85,Chicago,HP Printer,Electronics,929.88,7,2024-12-06
388,43,Customer 58,New York,HP Printer,Clothing,1291.34,6,2024-04-29
389,89,Customer 1,New York,Sony Headphones,Electronics,584.87,3,2024-01-17
390,91,Customer 48,Phoenix,Samsung TV,Computers,1211.88,4,2024-04-04
391,18,Customer 76,Philadelphia,HP Printer,Music,861.8,6,2024-03-05
392,67,Customer 50,New York,Nike Shoes,Movies,1416.41,8,2024-11-30
393,98,Customer 96,Phoenix,Samsung TV,Electronics,1327.99,8,2024-08-17
394,13,Customer 17,Houston,Nike Shoes,Electronics,413.87,5,2024-04-13
395,31,Customer 89,New York,Nike Shoes,Movies,171.84,5,2024-12-12
396,78,Customer 99,Houston,Adidas Jacket,Movies,1146.78,2,2024-08-28
397,99,Customer 37,Los Angeles,iPhone 14,Clothing,633.92,6,2024-08-07
398,29,Customer 26,New York,Nike Shoes,Books,404.37,1,2024-11-23
399,15,Customer 76,New York,Sony Headphones,Computers,462.73,3,2024-01-08
400,30,Customer 40,Chicago,iPhone 14,Computers,396.36,8,2024-06-27
401,13,Customer 13,Philadelphia,Dell Laptop,Computers,937.37,7,2024-11-28
402,44,Customer 84,Los Angeles,Nike Shoes,Books,712.66,2,2024-03-05
403,12,Customer 47,New York,Nike Shoes,Electronics,69.27,4,2024-05-17
404,86,Customer 41,Los Angeles,Dell Laptop,Music,1326.42,6,2024-07-01
405,6,Customer 94,Los Angeles,iPhone 14,Music,232.78,8,2024-10-05
406,7,Customer 49,Phoenix,iPhone 14,Movies,60.21,7,2024-06-08
407,30,Customer 29,Philadelphia,iPhone 14,Movies,366.07,4,2024-12-11
408,32,Customer 63,New York,Nike Shoes,Clothing,1070.39,7,2024-02-06
409,1,Customer 32,Chicago,HP Printer,Movies,371.68,7,2024-06-26
410,100,Customer 33,Houston,Samsung TV,Computers,1100.77,8,2024-04-15
411,91,Customer 6,New York,HP Printer,Electronics,1025.02,4,2024-01-25
412,49,Customer 79,Phoenix,Adidas Jacket,Clothing,288.41,3,2024-03-01
413,44,Customer 4,Los Angeles,Sony Headphones,Movies,119.46,7,2024-10-12
414,12,Customer 95,New York,Adidas Jacket,Books,848.47,7,2024-03-06
415,57,Customer 51,Chicago,Adidas Jacket,Books,167.33,2,2024-09-21
416,39,Customer 15,Houston,Nike Shoes,Movies,95.61,7,2024-01-06
417,70,Customer 97,Phoenix,Dell Laptop,Clothing,118.64,1,2024-11-03
418,63,Customer 47,Philadelphia,Nike Shoes,Clothing,1161.95,6,2024-09-05
419,39,Customer 84,New York,HP Printer,Movies,1055.07,6,2024-09-20
420,24,Customer 97,New York,Adidas Jacket,Books,670.5,7,2024-08-03
421,4,Customer 18,New York,Nike Shoes,Movies,1425.0,8,2024-07-23
422,68,Customer 39,New York,iPhone 14,Music,915.05,1,2024-12-26
423,40,Customer 74,Los Angeles,Dell Laptop,Music,838.98,2,2024-09-12
424,4,Customer 3,New York,Sony Headphones,Computers,887.0,6,2024-02-02
425,81,Customer 98,Philadelphia,Sony Headphones,Music,1257.96,8,2024-04-06
426,86,Customer 25,Los Angeles,Dell Laptop,Books,806.39,6,2024-04-03
427,91,Customer 92,Phoenix,Sony Headphones,Computers,161.21,4,2024-06-27
428,73,Customer 53,Phoenix,Samsung TV,Clothing,1433.74,2,2024-04-27
429,25,Customer 48,New York,HP Printer,Computers,761.71,7,2024-06-17
430,36,Customer 85,Los Angeles,iPhone 14,Computers,1433.31,3,2024-12-23
431,42,Customer 15,Los Angeles,Adidas Jacket,Music,351.05,5,2024-07-31
432,62,Customer 4,Los Angeles,Sony Headphones,Books,1259.22,8,2024-09-07
433,38,Customer 27,Phoenix,Samsung TV,Movies,148.13,7,2024-02-29
434,93,Customer 100,Phoenix,Nike Shoes,Electronics,312.11,4,2024-07-21
435,58,Customer 94,Houston,Samsung TV,Clothing,1277.05,6,2024-02-07
436,4,Customer 11,Phoenix,Sony Headphones,Books,521.01,7,2024-07-02
437,82,Customer 25,Philadelphia,Adidas Jacket,Movies,450.55,8,2024-09-17
438,15,Customer 58,Philadelphia,Adidas Jacket,Computers,264.62,4,2024-07-11
439,91,Customer 30,Chicago,Dell Laptop,Music,1032.76,7,2024-02-22
440,99,Customer 35,New York,Sony Headphones,Computers,498.09,8,2024-04-10
441,75,Customer 92,New York,Sony Headphones,Computers,152.75,3,2024-05-11
442,36,Customer 94,Phoenix,Dell Laptop,Music,290.43,8,2024-02-15
443,72,Customer 13,Los Angeles,iPhone 14,Movies,818.87,5,2024-12-20
444,92,Customer 44,New York,HP Printer,Computers,393.96,1,2024-03-02
445,57,Customer 25,Philadelphia,iPhone 14,Movies,662.13,2,2024-07-07
446,65,Customer 6,Phoenix,Samsung TV,Movies,1426.21,4,2024-03-30
447,92,Customer 96,Philadelphia,HP Printer,Music,160.64,5,2024-04-07
448,5,Customer 74,Houston,HP Printer,Movies,432.08,6,2024-02-12
449,13,Customer 99,Chicago,iPhone 14,Electronics,981.39,8,2024-02-03
450,69,Customer 51,Chicago,HP Printer,Clothing,1340.49,1,2024-08-04
451,18,Customer 20,Houston,HP Printer,Computers,972.35,6,2024-11-26
452,33,Customer 16,Phoenix,Dell Laptop,Clothing,722.45,2,2024-12-01
453,66,Customer 56,New York,iPhone 14,Clothing,300.76,4,2024-08-17
454,23,Customer 71,Phoenix,HP Printer,Electronics,554.39,5,2024-08-11
455,3,Customer 67,Phoenix,iPhone 14,Clothing,1411.17,8,2024-08-17
456,81,Customer 40,Philadelphia,Dell Laptop,Books,378.96,1,2024-12-31
457,30,Customer 54,Chicago,Sony Headphones,Electronics,1296.63,2,2024-01-21
458,63,Customer 92,Houston,iPhone 14,Music,1223.24,4,2024-07-31
459,95,Customer 32,Chicago,Sony Headphones,Music,1144.37,2,2024-01-27
460,73,Customer 40,Los Angeles,Nike Shoes,Computers,691.52,4,2024-02-18
461,74,Customer 4,Chicago,Dell Laptop,Books,104.27,3,2024-06-02
462,73,Customer 15,Phoenix,Sony Headphones,Electronics,67.87,2,2024-09-16
463,30,Customer 45,Houston,HP Printer,Books,512.48,2,2024-07-20
464,84,Customer 83,Philadelphia,HP Printer,Movies,42.53,3,2024-07-11
465,50,Customer 69,Houston,HP Printer,Electronics,975.72,8,2024-06-19
466,70,Customer 94,New York,Sony Headphones,Music,142.28,4,2024-07-07
467,38,Customer 4,Los Angeles,Nike Shoes,Clothing,1326.34,3,2024-06-27
468,32,Customer 47,Los Angeles,Dell Laptop,Books,1456.72,2,2024-02-02
469,85,Customer 31,Los Angeles,Sony Headphones,Computers,1400.34,7,2024-06-19
470,26,Customer 92,Phoenix,HP Printer,Books,1098.41,1,2024-11-06
471,20,Customer 51,New York,Nike Shoes,Electronics,574.09,8,2024-04-04
472,35,Customer 23,Los Angeles,Samsung TV,Music,422.83,1,2024-03-02
473,76,Customer 29,New York,HP Printer,Movies,40.69,4,2024-01-14
474,100,Customer 94,Chicago,Dell Laptop,Computers,1284.31,7,2024-08-15
475,95,Customer 63,Los Angeles,iPhone 14,Computers,1396.56,8,2024-07-19
476,3,Customer 43,Chicago,Sony Headphones,Computers,908.84,2,2024-09-13
477,72,Customer 50,New York,Adidas Jacket,Books,35.01,4,2024-06-13
478,84,Customer 24,Houston,Nike Shoes,Movies,1382.09,7,2024-01-17
479,83,Customer 10,Houston,Dell Laptop,Books,1473.27,1,2024-04-14
480,70,Customer 30,Houston,Nike Shoes,Electronics,527.65,7,2024-05-26
481,67,Customer 87,Philadelphia,HP Printer,Clothing,1155.99,1,2024-06-10
482,95,Customer 39,Chicago,Samsung TV,Computers,121.22,4,2024-12-25
483,94,Customer 60,Phoenix,Sony Headphones,Computers,1148.92,4,2024-05-26
484,50,Customer 85,Houston,Nike Shoes,Clothing,1313.62,6,2024-03-18
485,73,Customer 57,Philadelphia,Sony Headphones,Music,442.03,1,2024-06-12
486,30,Customer 1,Phoenix,Samsung TV,Books,347.76,4,2024-11-05
487,68,Customer 74,Houston,Samsung TV,Computers,519.51,2,2024-08-29
488,82,Customer 29,Chicago,Sony Headphones,Movies,850.32,6,2024-07-03
489,60,Customer 31,Chicago,iPhone 14,Movies,536.64,3,2024-04-25
490,83,Customer 94,Los Angeles,Nike Shoes,Electronics,709.8,6,2024-09-30
491,14,Customer 75,Chicago,HP Printer,Books,1007.09,3,2024-01-18
492,66,Customer 43,Chicago,Adidas Jacket,Computers,362.38,7,2024-11-11
493,75,Customer 50,Los Angeles,Dell Laptop,Clothing,1082.04,7,2024-08-29
494,93,Customer 22,Houston,Samsung TV,Movies,1368.35,3,2024-03-20
495,48,Customer 25,Chicago,Sony Headphones,Movies,915.25,3,2024-04-16
496,92,Customer 25,Chicago,iPhone 14,Movies,865.93,3,2024-06-18
497,21,Customer 64,Phoenix,Nike Shoes,Electronics,90.06,6,2024-05-03
498,89,Customer 25,New York,Sony Headphones,Electronics,700.12,2,2024-12-24
499,77,Customer 99,Chicago,HP Printer,Books,1388.73,5,2024-08-31
500,84,Customer 50,New York,Adidas Jacket,Computers,304.36,3,2024-10-12
